sentence_id	sentence	label
e14d1c51-0140-45f8-b234-0d29d271cec0	The per capita cost of all government has increased as follows:  |In 1880 it was||$13.56|  |In 1903 it was||$19.39|  |In 1913 it was||$30.24|  |In 1923 it was||$88.94|  |In 1929 it was||$107.37|  In 1932 it will be, approximately $124.00	OBJ
b938e7a8-3ee2-4aff-824f-5e33b72c8f5a	As a result, monetary easing did not translate into a big expansion of credit.	OBJ
a57e6c4f-427d-4ca2-b973-4ad1c4b92d72	They have not only tolerated but given encouragement to an ever-expanding cost of government.	SUBJ
19470b2e-7945-4840-bd01-e85efd8580a3	Even the regular television news was matter of fact, and showing footage of the mass of respectful mourners, the choreographed pageantry, the human moments of sorrow.	OBJ
953178f8-26ab-4433-a6e4-bb38a02ee0d7	This year, the party lobbied for a parliamentary vote to ban Pride and, when that failed, it organised protests.	OBJ
c037ed99-d375-46d2-ad8d-91097a8f47d9	Is this a warning of what’s to come?	OBJ
137a9445-559a-43d7-a01b-2ae71001407f	A key element in the fraud was crying racism.	SUBJ
157bf8d3-e28d-488f-9dd4-5fadcbcd2f65	And so these ideas spread like wildfire from community to community.	SUBJ
fbdb93fa-2f0f-461f-9557-c0a2aa9c26c5	As of last year, California and Colorado had banned the phrase “illegal alien” in state laws.	OBJ
90e7d7b8-0977-4593-b8bd-b249ad21114b	This is not a world where details of properties circulate on supposed ‘off market’ websites; it’s one controlled by a cabal of high-end buying/selling agents operating completely off the grid.	SUBJ
d936a13a-96fa-4a5b-b357-0d5564770ddf	On paid time off and sick days, perhaps the most defining issue of the dispute, the gains are more ambiguous.	OBJ
516f1cae-e840-4a70-8569-74d2bddf1f0e	“We regard this as the tyranny of an extreme minority that’s trying to impose its own values in contradiction to the collective moral values of society.”	OBJ
f28d584f-1fcc-44cb-a893-5082a01292b4	Increasingly, as it may seem, irresistibly, we are using public credit to create an indigent caste, indigence becoming more and more comfortable until for many it may seem a goal; then a very great dependent caste referred to as people in the “lower income ranges,” who, without being indigent at all, are yet dependent upon public credit for security, for modern housing, for care in illness, protection in health, economic insurance, amusement and guidance; then a social-service caste to mind the indigent and oversee the dependent.	SUBJ
96275c61-bea9-478f-a851-e57a3ab6edba	This is a far cry from the rail unions’ original demand of fifteen paid sick days.	OBJ
fe22144f-722a-42fa-a4ab-3da82f602db0	The title was as well received as the argument, echoed in a variety of papers such as “Innovating like China”, “Investing like China” and “Internationalising like China”.	OBJ
0e67c312-1288-4300-991f-d93ccca01ba1	WHEN I FIRST started writing about the rise of “stakeholder capitalism” in corporate America—and its close cousin, the ESG (environmental, social and governance) movement in capital markets—I had to explain what these terms meant because they were new concepts to most audiences.	OBJ
a67a08da-9bd5-4f54-9a0f-1b8bef2518f8	White House aides worked to create contingency plans for the supply chain in the event of a strike.	OBJ
47347a7f-ae10-4365-80ed-aa2efe519c81	For Massachusetts the cost of it is nearly two-fifths of all state outlay.	OBJ
8c880770-a393-4cc8-ba17-89cbf57432d0	Denmark, Germany, and France have each seen 10% of the world’s identified cases so far, according to cov-lineages.org, a COVID data repository updated daily by contributors from universities in England, Scotland, and Australia, among others.	OBJ
b54752ee-3f59-409e-a93a-ae09efae1bab	Sometime the tide, of itself, will rise again.	OBJ
e1d1a666-8433-4696-bc03-c7ac9d370a48	–SHTFPlan  According to a report by NDTV, the new COVID-19 variant, BA.4.6 now accounts for more than 9 percent of recent cases across the US.	OBJ
f1735b48-b058-40d9-bb04-96904776bdfd	Some districts rejected masking requirements and others struggled to enforce them, so coming to work meant daily exposure to COVID.	OBJ
827fb861-5a2f-4879-b20a-b06987f6c5d0	The FDA has issued new guidance for the antiviral drug known as tecovirimat, or Tpoxx, and it was published this week online and in updated labeling.	OBJ
7f08a4ec-5a50-48ce-b543-98323e5f4dee	No government ever surrenders power, even its emergency powers—not really.	SUBJ
ada37909-9f6e-4804-85b4-cea500f33f28	Though not all details have been released, it appears that the rail unions made limited but meaningful gains on some key issues, while holding the line on others.	OBJ
3e9f5450-98d5-452f-8697-38f3d5f89d23	This unique set of circumstances has brought PCL back into focus as the safe haven of choice for global players seeking somewhere to stash their cash.	OBJ
60e92229-6920-45fa-9830-1d6a83616beb	Whatever else may go by conjecture, this will be evident in itself—namely, that a rise in the cost of government, suddenly in one generation, from a traditional basis to a point at which it begins to absorb one-quarter of the total national income, is a political and social omen of great significance.	SUBJ
80bd9417-67d8-4fc3-8b34-54f0b22926cc	Pride organisers had remained defiant, saying the Serbian government lacked the legal authority to cancel.	OBJ
880b6d56-823b-434b-b511-f615ebe871f3	It may mean to surrender them, but on the first new occasion it will take them all back.	SUBJ
99091e2e-e793-4c43-94c7-3c4bd3e7e97b	These NDMPs, according to the draft bill, can be implemented at the Secretary of State’s whim.	SUBJ
83434214-cccc-480c-8eb5-99ff96cced8a	“This latest rule will open our borders even more, and the Court seems to relish making arbitrary decisions without thinking about consequences.	OBJ
8ae1d488-5231-42e9-b87b-242c668b4e6a	Torrential spending by the many arms of the state left behind excess capacity, a skewed pattern of production and heavy debts.	SUBJ
921a1f46-1494-4004-95ed-d26b907d3aae	It has been a bumpy road even to this juncture.	SUBJ
c2ca3827-247d-4302-971d-8054d32c73aa	Socialists believe that, if everyone cannot have something, no one shall.	OBJ
58d703aa-131b-40b4-8373-0c34b86bb1c7	Vučić said he regretted it but cited a deepening security crisis with neighbouring Kosovo and economic pressures among other reasons for postponing EuroPride to “happier times”.	OBJ
cb0dd788-2074-4469-a8f9-24d163db41c6	“There have been more rightwing extremists spreading lies and malicious conspiracy theories in the media than in previous years,” he said.	OBJ
84ac387e-d7c7-4cb5-b82d-8a07a2869ce4	–The Exposé  The real problem is that the New England Journal of Medicine Study and real-world data have proven that the vaccinated population’s immune systems are not returning to the natural state seen among most of the unvaccinated population.	OBJ
56065090-3ff8-44a9-adaa-bd7617e972a9	Demands upon the public credit for social service are most difficult to resist.	SUBJ
f8f764dc-f0b1-4276-a4a2-e26c2fc774ca	This—that the cost of government shall be reduced.	SUBJ
7c90f8f0-b98b-4e5f-bb77-104308058d1b	These illegal-alien lawyers will now be allowed to try to prevent their fellow illegal aliens from being deported.	SUBJ
2a0a8ed6-fd9b-4ba5-862b-41ac44a117eb	This is the great negative externality of stakeholder capitalism, and one that it ought to internalise by returning political power from its nebulous “stakeholders” back to citizens of nations.	SUBJ
61c3f550-2632-4506-b539-71f37ce710da	States are finding it hardest to retain staff in poor, rural, and urban districts primarily serving students of color.	OBJ
ff686f1c-7413-40ae-b31e-3f10c4febc52	“There’ll be a rise in hospitalization and mortality, but not as high proportionally to the rise in cases simply because many of us – the majority of Americans right now – have been either infected or vaccinated or both, so we have some immunity,” he said.	OBJ
aa46d4c3-21a2-478d-9c72-d2091fb1c297	The Economist has called limited liability “one of man’s greatest inventions”.	OBJ
8ab997bd-c6d4-43a5-b1f6-21ae541ff3be	“Our reference was to states that provide or have improved attorney licenses for immigrant populations, such as DACA recipients, legal immigrants and/or unauthorized immigrants,” Massey said by email.	OBJ
a37dd484-e3fd-454d-9076-d09eadeebf97	"""Caught in the culture wars  In a recent poll, 88 percent of teachers said education was """"becoming too politicized"""" where they teach."""	OBJ
c7cc5770-dece-4579-a479-fa7409f8bc0a	But this week, BF.7 surpassed it.	OBJ
a9e1eabe-25fc-4a6b-8e46-d948a5c1104c	It has allowed local authorities to issue another 500bn of “special bonds” (which are supposed to be repaid with revenues from the infrastructure projects they finance).	OBJ
e971ffca-9618-4b14-9550-d5c7b16b4891	There are some frauds so massively insane that Americans won’t do them.	SUBJ
a6ff6961-4888-4291-b365-f81ea80a76eb	In a statement, the White House said: “The administration is acting, within its limited funding, to increase the supply of at-home COVID-19 tests in the Strategic National Stockpile (SNS) by purchasing over 100 million additional at-home, rapid tests from domestic manufacturers.”	OBJ
a476b7a7-98c6-4db0-8193-1c105e325c0d	More than that, reducing the cost of government by measure tends to serve the most potent forces now acting to extend government.	OBJ
31ab5053-e58e-4ba8-8f4d-af9d1b85f96c	Boris Johnson declared ‘levelling up’ the ‘defining mission’ of his administration, but in practice the main usage of this slogan-policy was to pretend the government was actually doing something positive alongside its various draconian pieces of legislation and attacks on democracy.	SUBJ
